query_id,domain,query_zh
tech_digital_058,tech_digital,代码编辑器如何配置Python解释器？
tech_digital_059,tech_digital,Docker适合本地开发用吗？
tech_digital_060,tech_digital,SSH连接服务器超时怎么排查？
tech_digital_061,tech_digital,Linux查看端口占用的命令是什么？
tech_digital_062,tech_digital,服务器显存不够怎么训练模型？
tech_digital_063,tech_digital,CUDA版本和PyTorch版本怎么匹配？
tech_digital_064,tech_digital,大模型推理为什么需要显存？
tech_digital_065,tech_digital,本地部署大模型需要什么配置？
tech_digital_066,tech_digital,量化模型是什么意思？
tech_digital_067,tech_digital,RAG和微调有什么区别？
tech_digital_068,tech_digital,提示词工程真的有用吗？
tech_digital_069,tech_digital,大模型幻觉是什么原因造成的？
tech_digital_070,tech_digital,如何评估一个大模型回答是否可靠？
tech_digital_071,tech_digital,AI写论文会不会被检测出来？
tech_digital_072,tech_digital,ChatGPT和Claude适合不同任务吗？
tech_digital_073,tech_digital,开源大模型和闭源大模型有什么差别？
tech_digital_074,tech_digital,多模态大模型能做哪些事情？
tech_digital_075,tech_digital,AI Agent和普通聊天机器人有什么区别？
tech_digital_076,tech_digital,API调用大模型怎么控制成本？
tech_digital_077,tech_digital,token数量是怎么计算的？
tech_digital_078,tech_digital,向量数据库在AI应用里有什么用？
tech_digital_079,tech_digital,embedding模型怎么选择？
tech_digital_080,tech_digital,知识库问答为什么有时答非所问？
tech_digital_081,tech_digital,语音转文字软件哪个更准确？
tech_digital_082,tech_digital,OCR识别表格有什么好工具？
tech_digital_083,tech_digital,图片生成模型怎么写提示词？
tech_digital_084,tech_digital,AI修图会不会降低原图质量？
tech_digital_085,tech_digital,短视频剪辑软件电脑端哪个好用？
tech_digital_086,tech_digital,直播推流需要什么设备？
tech_digital_087,tech_digital,相机拍视频选4K30还是4K60？
tech_digital_088,tech_digital,无人机新手买哪种更合适？
tech_digital_089,tech_digital,智能家居设备不同品牌能联动吗？
tech_digital_090,tech_digital,Matter协议有什么用？
tech_digital_091,tech_digital,扫地机器人怎么选择避障方案？
tech_digital_092,tech_digital,空气净化器CADR值怎么看？
tech_digital_093,tech_digital,电动牙刷声波和旋转哪个好？
tech_digital_094,tech_digital,充电宝能不能带上飞机？
tech_digital_095,tech_digital,氮化镓充电器伤电池吗？
tech_digital_096,tech_digital,快充协议不兼容会怎么样？
tech_digital_097,tech_digital,数据线100W和普通线有什么区别？
tech_digital_098,tech_digital,二手电子产品验机需要注意什么？
tech_digital_099,tech_digital,数码产品保修期从什么时候开始算？
tech_digital_100,tech_digital,手机换电池后续航还是差怎么办？
